video_id,category_1,category_2,rank,task_id,video_path,download_status,feature_path,feature_exists,label
Lu2f1u928xk,Hobbies and Crafts,Toys,41,1795,/content/drive/MyDrive/lab2_howto100m/videos/vid_Lu2f1u928xk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Lu2f1u928xk.npy,True,2
iTtTQtwshpE,Hobbies and Crafts,Toys,28,17693,/content/drive/MyDrive/lab2_howto100m/videos/vid_iTtTQtwshpE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_iTtTQtwshpE.npy,True,2
r-sBxTyXPe4,Hobbies and Crafts,Toys,162,30800,/content/drive/MyDrive/lab2_howto100m/videos/vid_r-sBxTyXPe4.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_r-sBxTyXPe4.npy,True,2
Tk3PDaNKlUg,Hobbies and Crafts,Toys,30,32310,/content/drive/MyDrive/lab2_howto100m/videos/vid_Tk3PDaNKlUg.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Tk3PDaNKlUg.npy,True,2
OiHYIA5IRY0,Hobbies and Crafts,Toys,97,105888,/content/drive/MyDrive/lab2_howto100m/videos/vid_OiHYIA5IRY0.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_OiHYIA5IRY0.npy,True,2
qIeyc7S357E,Hobbies and Crafts,Toys,150,84358,/content/drive/MyDrive/lab2_howto100m/videos/vid_qIeyc7S357E.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_qIeyc7S357E.npy,True,2
nci36AhqU5I,Hobbies and Crafts,Toys,139,105888,/content/drive/MyDrive/lab2_howto100m/videos/vid_nci36AhqU5I.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_nci36AhqU5I.npy,True,2
LIDrxyWMCiI,Hobbies and Crafts,Toys,143,13202,/content/drive/MyDrive/lab2_howto100m/videos/vid_LIDrxyWMCiI.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_LIDrxyWMCiI.npy,True,2
E72CPEUViQQ,Hobbies and Crafts,Toys,4,66024,/content/drive/MyDrive/lab2_howto100m/videos/vid_E72CPEUViQQ.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_E72CPEUViQQ.npy,True,2
WpTN3DY9ERo,Hobbies and Crafts,Toys,167,13203,/content/drive/MyDrive/lab2_howto100m/videos/vid_WpTN3DY9ERo.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_WpTN3DY9ERo.npy,True,2
51rbB30xcqY,Hobbies and Crafts,Toys,39,105889,/content/drive/MyDrive/lab2_howto100m/videos/vid_51rbB30xcqY.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_51rbB30xcqY.npy,True,2
ZwNwvBDOnzU,Hobbies and Crafts,Toys,160,83426,/content/drive/MyDrive/lab2_howto100m/videos/vid_ZwNwvBDOnzU.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ZwNwvBDOnzU.npy,True,2
sKzjf2G8nA8,Hobbies and Crafts,Tricks and Pranks,94,94066,/content/drive/MyDrive/lab2_howto100m/videos/vid_sKzjf2G8nA8.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_sKzjf2G8nA8.npy,True,3
EqRlohlDmG4,Hobbies and Crafts,Tricks and Pranks,76,92840,/content/drive/MyDrive/lab2_howto100m/videos/vid_EqRlohlDmG4.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_EqRlohlDmG4.npy,True,3
aaMp2W8MT4c,Hobbies and Crafts,Tricks and Pranks,67,44127,/content/drive/MyDrive/lab2_howto100m/videos/vid_aaMp2W8MT4c.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_aaMp2W8MT4c.npy,True,3
zT9FWIUFdgE,Hobbies and Crafts,Tricks and Pranks,149,118183,/content/drive/MyDrive/lab2_howto100m/videos/vid_zT9FWIUFdgE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_zT9FWIUFdgE.npy,True,3
xep-cncCCrs,Hobbies and Crafts,Tricks and Pranks,37,66353,/content/drive/MyDrive/lab2_howto100m/videos/vid_xep-cncCCrs.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_xep-cncCCrs.npy,True,3
f_yBsakrnOA,Hobbies and Crafts,Tricks and Pranks,152,118183,/content/drive/MyDrive/lab2_howto100m/videos/vid_f_yBsakrnOA.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_f_yBsakrnOA.npy,True,3
06rpuHdC9CA,Hobbies and Crafts,Tricks and Pranks,40,74560,/content/drive/MyDrive/lab2_howto100m/videos/vid_06rpuHdC9CA.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_06rpuHdC9CA.npy,True,3
8kLcpCr_wyM,Hobbies and Crafts,Tricks and Pranks,13,66351,/content/drive/MyDrive/lab2_howto100m/videos/vid_8kLcpCr_wyM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_8kLcpCr_wyM.npy,True,3
Z67yxidt59E,Hobbies and Crafts,Tricks and Pranks,152,48678,/content/drive/MyDrive/lab2_howto100m/videos/vid_Z67yxidt59E.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Z67yxidt59E.npy,True,3
REfNgmCy878,Hobbies and Crafts,Tricks and Pranks,6,69661,/content/drive/MyDrive/lab2_howto100m/videos/vid_REfNgmCy878.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_REfNgmCy878.npy,True,3
rYzyI8a_ZGc,Hobbies and Crafts,Tricks and Pranks,16,69666,/content/drive/MyDrive/lab2_howto100m/videos/vid_rYzyI8a_ZGc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_rYzyI8a_ZGc.npy,True,3
RzDjlYDWsIY,Hobbies and Crafts,Tricks and Pranks,126,106839,/content/drive/MyDrive/lab2_howto100m/videos/vid_RzDjlYDWsIY.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_RzDjlYDWsIY.npy,True,3
haI9RUqPbOE,Hobbies and Crafts,Tricks and Pranks,1,69681,/content/drive/MyDrive/lab2_howto100m/videos/vid_haI9RUqPbOE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_haI9RUqPbOE.npy,True,3
eeDXsyuVpL4,Hobbies and Crafts,Tricks and Pranks,125,4206,/content/drive/MyDrive/lab2_howto100m/videos/vid_eeDXsyuVpL4.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_eeDXsyuVpL4.npy,True,3
O7jpJ12lBjg,Hobbies and Crafts,Tricks and Pranks,23,105445,/content/drive/MyDrive/lab2_howto100m/videos/vid_O7jpJ12lBjg.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_O7jpJ12lBjg.npy,True,3
dZTArwK4-uM,Hobbies and Crafts,Tricks and Pranks,125,44120,/content/drive/MyDrive/lab2_howto100m/videos/vid_dZTArwK4-uM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_dZTArwK4-uM.npy,True,3
oLAs11gkqKE,Hobbies and Crafts,Tricks and Pranks,93,74561,/content/drive/MyDrive/lab2_howto100m/videos/vid_oLAs11gkqKE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_oLAs11gkqKE.npy,True,3
ZuKuXta1xVs,Hobbies and Crafts,Tricks and Pranks,21,44115,/content/drive/MyDrive/lab2_howto100m/videos/vid_ZuKuXta1xVs.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ZuKuXta1xVs.npy,True,3
JJhGzWVjTNM,Hobbies and Crafts,Tricks and Pranks,97,90151,/content/drive/MyDrive/lab2_howto100m/videos/vid_JJhGzWVjTNM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_JJhGzWVjTNM.npy,True,3
iG_Vkfx37rc,Hobbies and Crafts,Tricks and Pranks,163,47179,/content/drive/MyDrive/lab2_howto100m/videos/vid_iG_Vkfx37rc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_iG_Vkfx37rc.npy,True,3
Wqow-p8iFUE,Hobbies and Crafts,Tricks and Pranks,32,22926,/content/drive/MyDrive/lab2_howto100m/videos/vid_Wqow-p8iFUE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Wqow-p8iFUE.npy,True,3
PuPgxIXq_fc,Hobbies and Crafts,Tricks and Pranks,97,102583,/content/drive/MyDrive/lab2_howto100m/videos/vid_PuPgxIXq_fc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_PuPgxIXq_fc.npy,True,3
Czkr8vkzE38,Hobbies and Crafts,Tricks and Pranks,95,101971,/content/drive/MyDrive/lab2_howto100m/videos/vid_Czkr8vkzE38.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Czkr8vkzE38.npy,True,3
LsiUtLbw02c,Hobbies and Crafts,Tricks and Pranks,5,118177,/content/drive/MyDrive/lab2_howto100m/videos/vid_LsiUtLbw02c.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_LsiUtLbw02c.npy,True,3
lO0Ad5CnYEQ,Hobbies and Crafts,Tricks and Pranks,102,48674,/content/drive/MyDrive/lab2_howto100m/videos/vid_lO0Ad5CnYEQ.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_lO0Ad5CnYEQ.npy,True,3
YBXKeZCbCN4,Hobbies and Crafts,Tricks and Pranks,110,48683,/content/drive/MyDrive/lab2_howto100m/videos/vid_YBXKeZCbCN4.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_YBXKeZCbCN4.npy,True,3
Q_C5Hmegf-A,Hobbies and Crafts,Tricks and Pranks,77,102578,/content/drive/MyDrive/lab2_howto100m/videos/vid_Q_C5Hmegf-A.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Q_C5Hmegf-A.npy,True,3
3-45aFv6aZ8,Hobbies and Crafts,Tricks and Pranks,60,69688,/content/drive/MyDrive/lab2_howto100m/videos/vid_3-45aFv6aZ8.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_3-45aFv6aZ8.npy,True,3
TtUpNaDmIv8,Hobbies and Crafts,Tricks and Pranks,196,102583,/content/drive/MyDrive/lab2_howto100m/videos/vid_TtUpNaDmIv8.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_TtUpNaDmIv8.npy,True,3
xWHKvXOftnU,Hobbies and Crafts,Tricks and Pranks,9,48675,/content/drive/MyDrive/lab2_howto100m/videos/vid_xWHKvXOftnU.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_xWHKvXOftnU.npy,True,3
Zww2f7jq6vk,Hobbies and Crafts,Tricks and Pranks,69,69376,/content/drive/MyDrive/lab2_howto100m/videos/vid_Zww2f7jq6vk.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Zww2f7jq6vk.npy,True,3
4cuneFm-AG4,Hobbies and Crafts,Tricks and Pranks,134,17595,/content/drive/MyDrive/lab2_howto100m/videos/vid_4cuneFm-AG4.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_4cuneFm-AG4.npy,True,3
N33VoudoH3E,Hobbies and Crafts,Tricks and Pranks,188,77112,/content/drive/MyDrive/lab2_howto100m/videos/vid_N33VoudoH3E.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_N33VoudoH3E.npy,True,3
CobmMrOGd8Y,Hobbies and Crafts,Tricks and Pranks,159,4203,/content/drive/MyDrive/lab2_howto100m/videos/vid_CobmMrOGd8Y.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_CobmMrOGd8Y.npy,True,3
dq19q8QzD1E,Hobbies and Crafts,Tricks and Pranks,57,48690,/content/drive/MyDrive/lab2_howto100m/videos/vid_dq19q8QzD1E.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_dq19q8QzD1E.npy,True,3
46p6cokE0OM,Hobbies and Crafts,Tricks and Pranks,192,118181,/content/drive/MyDrive/lab2_howto100m/videos/vid_46p6cokE0OM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_46p6cokE0OM.npy,True,3
ildKOhewYoU,Hobbies and Crafts,Tricks and Pranks,161,4202,/content/drive/MyDrive/lab2_howto100m/videos/vid_ildKOhewYoU.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ildKOhewYoU.npy,True,3
SaSyD_9HjQA,Hobbies and Crafts,Tricks and Pranks,41,4209,/content/drive/MyDrive/lab2_howto100m/videos/vid_SaSyD_9HjQA.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_SaSyD_9HjQA.npy,True,3
nDelxxf8mFM,Hobbies and Crafts,Tricks and Pranks,7,4199,/content/drive/MyDrive/lab2_howto100m/videos/vid_nDelxxf8mFM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_nDelxxf8mFM.npy,True,3
XEXTzI4-pXg,Hobbies and Crafts,Tricks and Pranks,89,111061,/content/drive/MyDrive/lab2_howto100m/videos/vid_XEXTzI4-pXg.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_XEXTzI4-pXg.npy,True,3
_1r7WVh2Zgc,Hobbies and Crafts,Woodworking,30,33730,/content/drive/MyDrive/lab2_howto100m/videos/vid__1r7WVh2Zgc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid__1r7WVh2Zgc.npy,True,4
ZQpyzoTSFRA,Hobbies and Crafts,Woodworking,135,47283,/content/drive/MyDrive/lab2_howto100m/videos/vid_ZQpyzoTSFRA.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ZQpyzoTSFRA.npy,True,4
ivZOaOTzl1k,Hobbies and Crafts,Woodworking,7,108102,/content/drive/MyDrive/lab2_howto100m/videos/vid_ivZOaOTzl1k.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ivZOaOTzl1k.npy,True,4
Q2HeJHwuXHE,Hobbies and Crafts,Woodworking,38,47212,/content/drive/MyDrive/lab2_howto100m/videos/vid_Q2HeJHwuXHE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Q2HeJHwuXHE.npy,True,4
2F9RDrjisJE,Hobbies and Crafts,Woodworking,13,64648,/content/drive/MyDrive/lab2_howto100m/videos/vid_2F9RDrjisJE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_2F9RDrjisJE.npy,True,4
ag_UNIvqUUA,Hobbies and Crafts,Woodworking,126,47275,/content/drive/MyDrive/lab2_howto100m/videos/vid_ag_UNIvqUUA.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ag_UNIvqUUA.npy,True,4
JNWbL9R0o0g,Hobbies and Crafts,Woodworking,115,47293,/content/drive/MyDrive/lab2_howto100m/videos/vid_JNWbL9R0o0g.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_JNWbL9R0o0g.npy,True,4
PNHXthzm_jA,Hobbies and Crafts,Woodworking,8,38107,/content/drive/MyDrive/lab2_howto100m/videos/vid_PNHXthzm_jA.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_PNHXthzm_jA.npy,True,4
L2Oj8r03k8o,Hobbies and Crafts,Woodworking,61,57716,/content/drive/MyDrive/lab2_howto100m/videos/vid_L2Oj8r03k8o.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_L2Oj8r03k8o.npy,True,4
qFdgAlAvkqs,Hobbies and Crafts,Woodworking,157,32279,/content/drive/MyDrive/lab2_howto100m/videos/vid_qFdgAlAvkqs.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_qFdgAlAvkqs.npy,True,4
mMLO4SyAKRg,Hobbies and Crafts,Woodworking,141,47254,/content/drive/MyDrive/lab2_howto100m/videos/vid_mMLO4SyAKRg.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_mMLO4SyAKRg.npy,True,4
r7NHtHWaGNM,Hobbies and Crafts,Woodworking,144,38099,/content/drive/MyDrive/lab2_howto100m/videos/vid_r7NHtHWaGNM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_r7NHtHWaGNM.npy,True,4
bUiLWpMM6Ic,Hobbies and Crafts,Woodworking,153,89914,/content/drive/MyDrive/lab2_howto100m/videos/vid_bUiLWpMM6Ic.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_bUiLWpMM6Ic.npy,True,4
XRMEYmkC2-0,Hobbies and Crafts,Woodworking,81,89899,/content/drive/MyDrive/lab2_howto100m/videos/vid_XRMEYmkC2-0.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_XRMEYmkC2-0.npy,True,4
toOwtAkLZKY,Hobbies and Crafts,Woodworking,12,90808,/content/drive/MyDrive/lab2_howto100m/videos/vid_toOwtAkLZKY.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_toOwtAkLZKY.npy,True,4
0GLpMmhckfc,Hobbies and Crafts,Woodworking,143,81299,/content/drive/MyDrive/lab2_howto100m/videos/vid_0GLpMmhckfc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_0GLpMmhckfc.npy,True,4
onfUIWHlz9Y,Hobbies and Crafts,Woodworking,119,58142,/content/drive/MyDrive/lab2_howto100m/videos/vid_onfUIWHlz9Y.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_onfUIWHlz9Y.npy,True,4
7BrClgcE5R8,Hobbies and Crafts,Woodworking,62,59718,/content/drive/MyDrive/lab2_howto100m/videos/vid_7BrClgcE5R8.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_7BrClgcE5R8.npy,True,4
fBmf7mTYJqs,Hobbies and Crafts,Woodworking,24,47238,/content/drive/MyDrive/lab2_howto100m/videos/vid_fBmf7mTYJqs.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_fBmf7mTYJqs.npy,True,4
mBoZIYq6VbE,Hobbies and Crafts,Woodworking,77,81324,/content/drive/MyDrive/lab2_howto100m/videos/vid_mBoZIYq6VbE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_mBoZIYq6VbE.npy,True,4
jm_DPZGHHP4,Hobbies and Crafts,Woodworking,21,90813,/content/drive/MyDrive/lab2_howto100m/videos/vid_jm_DPZGHHP4.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_jm_DPZGHHP4.npy,True,4
V3ghv0tCbpU,Hobbies and Crafts,Woodworking,194,81311,/content/drive/MyDrive/lab2_howto100m/videos/vid_V3ghv0tCbpU.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_V3ghv0tCbpU.npy,True,4
0cZN4efiOWQ,Hobbies and Crafts,Woodworking,171,90811,/content/drive/MyDrive/lab2_howto100m/videos/vid_0cZN4efiOWQ.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_0cZN4efiOWQ.npy,True,4
dr4x0x1B4qU,Hobbies and Crafts,Woodworking,173,89905,/content/drive/MyDrive/lab2_howto100m/videos/vid_dr4x0x1B4qU.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_dr4x0x1B4qU.npy,True,4
wQAR2XQCgSE,Hobbies and Crafts,Woodworking,49,57705,/content/drive/MyDrive/lab2_howto100m/videos/vid_wQAR2XQCgSE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_wQAR2XQCgSE.npy,True,4
BRA-yzHjTfc,Hobbies and Crafts,Woodworking,34,81319,/content/drive/MyDrive/lab2_howto100m/videos/vid_BRA-yzHjTfc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_BRA-yzHjTfc.npy,True,4
ZAzse6VQbJk,Hobbies and Crafts,Woodworking,80,47211,/content/drive/MyDrive/lab2_howto100m/videos/vid_ZAzse6VQbJk.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ZAzse6VQbJk.npy,True,4
ZnD_R6eOZyM,Hobbies and Crafts,Woodworking,39,81326,/content/drive/MyDrive/lab2_howto100m/videos/vid_ZnD_R6eOZyM.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ZnD_R6eOZyM.npy,True,4
GLRtE4sdkCc,Hobbies and Crafts,Woodworking,84,81304,/content/drive/MyDrive/lab2_howto100m/videos/vid_GLRtE4sdkCc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_GLRtE4sdkCc.npy,True,4
ilxbxZbRjPE,Hobbies and Crafts,Woodworking,87,32287,/content/drive/MyDrive/lab2_howto100m/videos/vid_ilxbxZbRjPE.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ilxbxZbRjPE.npy,True,4
qBIDfyo0iTw,Hobbies and Crafts,Woodworking,115,47279,/content/drive/MyDrive/lab2_howto100m/videos/vid_qBIDfyo0iTw.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_qBIDfyo0iTw.npy,True,4
ZuRmLqFvhX4,Hobbies and Crafts,Woodworking,92,47209,/content/drive/MyDrive/lab2_howto100m/videos/vid_ZuRmLqFvhX4.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ZuRmLqFvhX4.npy,True,4
AshvBTw5Z84,Hobbies and Crafts,Woodworking,142,108102,/content/drive/MyDrive/lab2_howto100m/videos/vid_AshvBTw5Z84.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_AshvBTw5Z84.npy,True,4
9Wj1p-uKmNg,Hobbies and Crafts,Woodworking,84,47229,/content/drive/MyDrive/lab2_howto100m/videos/vid_9Wj1p-uKmNg.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_9Wj1p-uKmNg.npy,True,4
dmqipmBRGOI,Hobbies and Crafts,Woodworking,60,18075,/content/drive/MyDrive/lab2_howto100m/videos/vid_dmqipmBRGOI.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_dmqipmBRGOI.npy,True,4
_pTU4gwmcMs,Hobbies and Crafts,Woodworking,161,38101,/content/drive/MyDrive/lab2_howto100m/videos/vid__pTU4gwmcMs.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid__pTU4gwmcMs.npy,True,4
MS8y5Mr7b-M,Hobbies and Crafts,Woodworking,84,32312,/content/drive/MyDrive/lab2_howto100m/videos/vid_MS8y5Mr7b-M.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_MS8y5Mr7b-M.npy,True,4
1_hz2n7v9ss,Hobbies and Crafts,Woodworking,91,32281,/content/drive/MyDrive/lab2_howto100m/videos/vid_1_hz2n7v9ss.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_1_hz2n7v9ss.npy,True,4
awNeYZ8OKoc,Hobbies and Crafts,Woodworking,103,90813,/content/drive/MyDrive/lab2_howto100m/videos/vid_awNeYZ8OKoc.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_awNeYZ8OKoc.npy,True,4
R7JzSSh-Nks,Hobbies and Crafts,Woodworking,23,58148,/content/drive/MyDrive/lab2_howto100m/videos/vid_R7JzSSh-Nks.mp4,downloaded,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_R7JzSSh-Nks.npy,True,4
